id,brand,title,price,status,start_time,distance,volumn,gear,tag
1806,奔驰,"SLK 2011款 SLK 200 时尚型-进本网店购车有优惠,同行勿扰",22.5,,2013年,9万公里,1.8升,自动,低配_会员1年_可分期付
1807,宝马,1系 2017款 118i 运动型-个人一手私家车 商家勿扰,14.98,,2017年,5万公里,1.5升,自动,会员1年_可分期付
1808,别克,君越 2012款 2.4L SIDI豪华版-正规车行手续齐全看车可优惠,7.8,,2012年,6.8万公里,2.4升,自动,会员2年
1809,奥迪,"Q5 2011款 2.0TFSI 舒适型-车商勿扰,私家车,车况精品",16.18,,2011年,10万公里,2.0升,自动,会员1年_可分期付
1810,别克,君越 2012款 2.0T豪雅版,10.8,,2012年,9.2万公里,2.0升,自动,会员2年_可分期付
1811,保时捷,卡宴 2011款 Cayenne S Hybrid 3.0T-车商勿扰 支持检测分期,37.98,,2011年,14万公里,3.0升,自动,会员1年_可分期付
1812,东风风神,风神AX7 2018款 AX7 1.6T 自动豪华型-支持分期 全款勿扰 同行勿扰,7.68,,2018年,1.56万公里,1.6升,自动,会员2年_可分期付
1813,比亚迪,G5 2014款 1.5TID 自动尊贵型-动力强 超省油 代步首选,3.28,,2014年,6.5万公里,1.5升,自动,会员2年_可分期付
1814,宝马,5系 2017款 525Li 豪华设计套装,33.98,,2017年,2万公里,2.0升,自动,会员1年_可分期付
1815,大通,MAXUS V80 2012款 2.5T 手动 长轴中顶尊杰版-加长大通车况好空间大,7.5,,2013年,11万公里,2.5升,手动,高配_会员2年
1816,别克,林荫大道 2011款 博鳌论坛纪念版-精品车况 支持鉴定 分期,9.0,,2012年,6万公里,3.0升,自动,高配_会员1年_可分期付
1817,奥迪,A6L 2010款 2.4L 舒适型-正规车行手续齐全看车可优惠,12.0,,2010年,6.8万公里,2.4升,自动,会员2年
1818,本田,奥德赛 2009款 2.4L 豪华版-注:车商请勿来电 买车请用微聊,9.28,,2010年,11万公里,2.4升,自动,会员1年_可分期付
1819,本田,奥德赛 2007款 2.4L 豪华版-注:车商请勿来电 买车请用微聊,4.78,,2007年,15万公里,2.4升,自动,高配_会员1年_可分期付
1820,雪佛兰,科沃兹 2018款 320 自动欣悦版-一手寄卖车 合同保证 包过户,5.59,,2017年,3.6万公里,1.5升,自动,会员2年_可分期付
1821,别克,林荫大道 2010款 3.0 豪华版,6.9,,2010年,11万公里,3.0升,自动,会员3年
1822,宝马,5系 2013款 525Li 豪华型-车况精品支持检测喜欢请微聊,21.58,,2012年,8.2万公里,2.0升,自动,会员1年_可分期付
1823,宝马,5系 2013款 525Li 豪华型-车况精品支持检测喜欢请微聊,21.58,,2013年,7.5万公里,2.0升,自动,会员1年_可分期付
1824,奔驰,GLK级 2015款 GLK 300 4MATIC 时尚型 极致版-个人一手私家车 商家勿扰,25.28,,2014年,5.8万公里,3.0升,自动,会员1年_可分期付
1825,奥迪,A6L 2010款 2.4L 技术型-包过户上牌可分期无事故,12.0,,2010年,5.8万公里,2.4升,自动,会员2年
1826,奥迪,A6L 2010款 2.4L 技术型-包过户上牌可分期无事故,12.0,,2010年,5.8万公里,2.4升,自动,会员2年
1827,别克,GL8 2006款 陆尊 3.0L XT 导航版-大量别克商务车批发,3.8,,2007年,15万公里,3.0升,自动,高配_会员1年
1828,雪佛兰,景程 2011款 1.8 舒适版 AT-四万公里极品车况,3.3,,2012年,4万公里,1.8升,自动,会员4年
1829,比亚迪,秦 2015款 1.5T 双冠旗舰Plus版-本人车主欢迎试乘试驾,10.8,,2015年,5万公里,1.5升,自动,高配_会员3年
1830,奔驰,GLA级 2017款 GLA 220 4MATIC 时尚型-车况精品 支持检测 可按揭分期,23.98,,2017年,1.4万公里,2.0升,自动,会员1年_可分期付
1831,现代,朗动 2016款 1.6L 自动尊贵型-支持分期 全款勿扰 同行勿扰,7.49,,2017年,1.74万公里,1.6升,自动,高配_会员2年_可分期付
1832,现代,朗动 2016款 1.6L 自动智能型-支持分期 全款勿扰 同行勿扰,7.58,,2017年,2.26万公里,1.6升,自动,会员2年_可分期付
1833,奥迪,A5 2010款 2.0TFSI Sportback 技术型-个人一手车车况精品支持检测按揭,14.98,,2010年,8.2万公里,2.0升,自动,会员2年_可分期付
1834,宝马,"3系(进口) 2009款 325i敞篷轿跑车-精品车况,支持按揭,车商勿扰",13.88,,2009年,11万公里,3.0升,自动,会员1年_可分期付
1835,本田,奥德赛 2015款 改款 2.4L 智享版,18.98,,2015年,6万公里,2.4升,自动,会员1年_可分期付
1836,大通,MAXUS V80 2014款 2.5T 手动 商杰长轴中顶-上海大牌随时上高架,11.0,,2015年,7万公里,2.5升,手动,会员2年
1837,路虎,神行者2 2014款 2.0T Si4 HSE汽油版,26.8,,2014年,4.6万公里,2.0升,自动,高配_会员6年_可分期付
1838,别克,GL8 2011款 3.0L GT豪华商务豪雅版-常年大量批发商务 欢迎点击店铺,10.6,,2012年,8万公里,3.0升,自动,会员1年_可分期付
1839,别克,GL8 2008款 陆尊CT 3.0 自动 舒适版-常年大量批发商务 欢迎点击店铺,4.6,,2009年,8万公里,3.0升,自动,会员1年_可分期付
1840,奥迪,A4L 2009款 2.0 TFSI 舒适型-正规车行手续齐全看车可优惠,9.8,,2010年,6.8万公里,2.0升,自动,会员2年
1841,奥迪,A4L 2010款 2.0 TFSI 技术型-正规车行手续齐全看车可优惠,10.0,,2010年,5.5万公里,2.0升,自动,会员2年
1842,本田,奥德赛 2009款 2.4L 豪华版-注:车商请勿来电 买车请用微聊,9.28,,2010年,16万公里,2.4升,自动,会员1年_可分期付
1843,雪佛兰,科沃兹 2018款 320 自动欣享天窗版-一手寄卖车 合同保证 包过户,4.59,,2017年,3.6万公里,1.5升,自动,会员2年_可分期付
1844,依维柯,2009款 手动 都灵 柴油2.8T 17座-17座高顶带行李架,6.3,,2012年,9万公里,2.8升,手动,高配_会员3年
1845,大众,帕萨特领驭 2006款 1.8T 自动 舒适型-手续齐全网上低价有风险谨慎购买,2.3,,2006年,12万公里,1.8升,自动,会员1年_可分期付
1846,宝马,5系 2013款 525Li 豪华型-车况精品支持检测喜欢请微聊,23.58,,2013年,12万公里,2.0升,自动,会员1年_可分期付
1847,别克,君威 2017款 20T 豪华型-个人一手私家车 商家勿扰,15.2,,2017年,2万公里,1.5升,自动,会员1年_可分期付
1848,大众,途观 2010款 1.8TSI 自动四驱风尚版-正规车行手续齐全看车可优惠,8.8,,2010年,6.8万公里,1.8升,自动,会员2年
1849,别克,GL8 2008款 2.5 自动 GT 7座精英版-罕见白色 极品车况,4.6,,2010年,10.8万公里,2.5升,自动,会员4年
1850,奔驰,GLA级 2016款 GLA 200 时尚型-车况精品 支持检测 可按揭分期,21.98,,2016年,2万公里,1.6升,自动,会员1年_可分期付
1851,奔驰,GLA级 2016款 GLA 220 4MATIC 豪华型-车况精品 支持检测 可按揭分期,23.88,,2016年,2.8万公里,2.0升,自动,会员1年_可分期付
1852,大众,朗逸 2017款 1.6L 自动风尚版-支持分期 全款勿扰 同行勿扰,8.05,,2017年,1.59万公里,1.6升,自动,会员2年_可分期付
1853,吉普,"指南者 2014款 2.4 手自一体 改款四驱舒适版-精品车况,支持按揭,车商勿扰",11.88,,2014年,8万公里,2.4升,自动,会员1年_可分期付
1854,雪铁龙,C4L 2015款 1.2T 自动尊贵版,8.38,,2016年,1.6万公里,1.2升,自动,会员2年
1855,玛莎拉蒂,"Levante 2016款 3.0T Levante-车商同行勿扰,车况极品",103.8,,2017年,1.2万公里,3.0升,自动,低配_会员1年_可分期付
1856,别克,君威 2006款 2.0L 手动舒适-私家一手车全程4s店保养,1.18,,2006年,13万公里,2.0升,手动,低配_会员1年
1857,玛莎拉蒂,GranTurismo 2009款 4.7L Sport Automatic,76.8,,2012年,4万公里,4.7升,自动,高配_会员6年_可分期付
1858,大众,帕萨特领驭 2005款 1.8T 自动舒适型,2.0,,2005年,14万公里,1.8升,自动,会员1年_可分期付
1859,本田,雅阁 2008款 2.4L EXL Navi-08年上牌本田雅阁2.4 高配,6.93,,2008年,17万公里,2.4升,自动,会员1年_可分期付
1860,马自达,6 2008款 轿跑 2.0L 自动运动型-正规车行手续齐全看车可优惠,4.7,,2009年,6.8万公里,2.0升,自动,会员2年
1861,马自达,6 2008款 轿跑 2.0L 自动运动型-正规车行手续齐全看车可优惠,4.7,,2009年,6.8万公里,2.0升,自动,会员2年
1862,本田,奥德赛 2011款 劲秀 2.4L 领秀版-注:车商请勿来电 买车请用微聊,10.88,,2011年,9万公里,2.4升,自动,高配_会员1年_可分期付
1863,马自达,CX4 2016款 2.0L 自动两驱蓝天领先版-注:车商请勿来电 买车请用微聊,13.88,,2017年,3.9万公里,2.0升,自动,会员1年_可分期付
1864,雪佛兰,科沃兹 2016款 1.5L 自动欣尚版-一手寄卖车 合同保证 包过户,5.58,,2016年,3.8万公里,1.5升,自动,高配_会员2年_可分期付
1865,凯迪拉克,ATSL 2014款 28T 精英型-本地帅哥一手车完美车况支持检测,13.26,,2014年,6.2万公里,2.0升,自动,会员2年_可分期付
1866,奥迪,A6L 2005款 2.4L 舒适型-手续齐全网上低价有风险谨慎购买,3.98,,2005年,10万公里,2.4升,自动,会员1年_可分期付
1867,奥迪,A6 2004款 1.8L（125马力）-手续齐全网上低价有风险谨慎购买,1.88,,2004年,13万公里,1.8升,自动,低配_会员1年_可分期付
1868,宝马,5系 2014款 525Li 风尚设计套装-车况精品支持检测喜欢请微聊,27.58,,2014年,4.2万公里,2.0升,自动,会员1年_可分期付
1869,宝马,5系 2014款 520Li 典雅型-车况精品支持检测喜欢请微聊,26.58,,2015年,6.2万公里,2.0升,自动,会员1年_可分期付
1870,别克,君威 2014款 2.4L SIDI豪华时尚型-个人一手私家车 商家勿扰,10.39,,2015年,9万公里,2.4升,自动,会员1年_可分期付
1871,别克,英朗XT 2010款 XT 1.6T 时尚运动版-注:车商请勿来电 买车请用微聊,4.78,,2011年,7万公里,1.6升,自动,会员1年_可分期付
1872,本田,竞瑞 2017款 1.5L CVT舒适版,7.7,,2018年,1.56万公里,1.5升,自动,会员1年_可分期付
1873,斯巴鲁,傲虎 2011款 2.5i豪华版-私家一手车 全时四驱,9.8,,2011年,6.2万公里,2.5升,自动,低配_会员4年
1874,奔驰,GLA级 2015款 GLA 220 4MATIC 豪华型-车况精品 支持检测 可按揭分期,20.88,,2015年,4万公里,2.0升,自动,会员1年_可分期付
1875,凯迪拉克,ATSL 2017款 28T 时尚型-车况精品 支持检测 可按揭分期,21.98,,2018年,0.2万公里,2.0升,自动,会员1年_可分期付
1876,福特,福克斯三厢 2017款 三厢 1.6L 手动风尚型智行版-支持分期 全款勿扰 同行勿扰,8.18,,2017年,1.62万公里,1.6升,手动,会员2年_可分期付
1877,保时捷,Panamera 2010款 Panamera 4 3.6L,57.5,,2012年,57.8万公里,3.6升,自动,会员5年
1878,宝马,"X5 2017款 xDrive28i-诚信经营,专注品质,优质服务",51.88,,2017年,3.8万公里,2.0升,自动,低配_会员1年_可分期付
1879,宝马,"5系 2018款 530Li 尊享型 M运动套装-精品车况,支持分期购买",42.8,,2018年,1.3万公里,2.0升,自动,会员1年_可分期付
1880,别克,君威 2006款 2.5L 自动豪华,1.3,,2006年,13.5万公里,2.5升,自动,高配_会员1年
1881,别克,君威 2005款 2.5L G基本型,1.0,,2005年,14万公里,2.5升,自动,会员1年
1882,玛莎拉蒂,总裁 2013款 3.0T 标准型,68.8,,2014年,6.9万公里,3.0升,自动,低配_会员6年_可分期付
1883,宝马,X5 2011款 xDrive35i 领先型,30.8,,2012年,12.5万公里,3.0升,自动,低配_会员6年
1884,本田,奥德赛 2015款 2.4L 至尊版-15年上牌本田奥德赛至尊版,20.6,,2015年,6万公里,2.4升,自动,高配_会员1年_可分期付
1885,别克,GL8 2005款 陆尊 3.0L LT 豪华型-05年上牌别克GL83.0,2.99,,2005年,15万公里,3.0升,自动,会员1年_可分期付
1886,别克,君越 2011款 2.4L SIDI豪华版-正规车行手续齐全看车可优惠,7.1,,2011年,6万公里,2.4升,自动,会员2年
1887,宝骏,560 2017款 律动版 1.8L AMT智能尊享型-注:车商请勿来电 买车请用微聊,6.98,,2017年,1万公里,1.8升,自动,会员1年_可分期付
1888,别克,君越 2013款 2.4L SIDI豪华舒适型-高保值 可按揭 首付超低,8.0,,2013年,7.2万公里,2.4升,自动,会员2年_可分期付
1889,现代,名图 2014款 1.8L 手动舒适型GL-精品车况全国包提档,4.68,,2013年,8.5万公里,1.8升,手动,低配_会员1年_可分期付
1890,丰田,卡罗拉 2011款 1.6L 手动GL-精品车况全国包提档,3.2,,2010年,12.6万公里,1.6升,手动,低配_会员1年_可分期付
1891,宝马,5系 2014款 520Li 典雅型-车况精品支持检测喜欢请微聊,27.68,,2015年,7.5万公里,2.0升,自动,会员1年_可分期付
1892,宝马,5系 2017款 520Li 典雅型-车况精品支持检测喜欢请微聊,30.98,,2016年,1.6万公里,2.0升,自动,低配_会员1年_可分期付
1893,吉利,"博瑞 2017款 1.8T 旗舰4G型-进本网店购车有优惠,同行勿扰",12.2,,2017年,1.4万公里,1.8升,自动,高配_会员1年_可分期付
1894,别克,"GL8 2018款 GL8 ES 28T 尊享型 国VI-进本网店购车有优惠,同行勿扰",30.98,,2018年,3万公里,2.0升,自动,会员1年_可分期付
1895,别克,君越 2012款 2.4L SIDI豪华版-正规车行手续齐全看车可优惠,7.8,,2012年,6.8万公里,2.4升,自动,会员2年
1896,奔驰,GLA级 2016款 GLA 220 4MATIC 时尚型,24.98,,2016年,3万公里,2.0升,自动,会员1年_可分期付
1897,奔驰,C级 2017款 改款 C 200 L 4MATIC 运动版-|美女一手车 新款9速|,28.88,,2017年,2.9万公里,2.0升,自动,会员1年_可分期付
1898,本田,飞度 2012款 1.3 手动 舒适版-个人一手车支持按揭零首付加微聊,4.3,,2013年,5万公里,1.3升,手动,低配_会员2年_可分期付
1899,宝马,"X6 2015款 xDrive35i 领先型-全车原版,支持分期置换",46.0,,2015年,4.7万公里,3.0升,自动,会员1年_可分期付
1900,捷豹,FType 2015款 3.0T 自动 V6-车商勿扰 支持检测分期,46.8,,2015年,1.6万公里,3.0升,自动,低配_会员1年_可分期付
1901,别克,君威 2005款 2.5L G豪华版,1.08,,2005年,14万公里,2.5升,自动,会员1年
1902,别克,君威 2004款 2.5L 豪华型-车况精品全程4s店保养,0.96,,2004年,14万公里,2.5升,自动,会员1年
1903,别克,凯越旅行车 2008款 旅行版 1.8LEATNavi,2.3,,2008年,8.9万公里,1.8升,自动,高配_会员3年
1904,别克,GL8 2014款 2.4L 经典版-上海别克商务专卖,8.35,,2014年,7万公里,2.4升,自动,低配_会员4年
1905,五菱,荣光 2008款 1.2 手动 标准型 8座-10年上牌五菱荣光 银色,1.5,,2010年,8万公里,1.2升,手动,会员1年
1906,五菱,荣光V 2015款 1.5 手动标准型-15年上牌五菱荣光V1.5排,3.8,,2015年,3万公里,1.5升,手动,会员1年_可分期付
1907,别克,君越 2011款 2.4L SIDI豪华版-正规车行手续齐全看车可优惠,7.1,,2011年,6万公里,2.4升,自动,会员2年
1908,别克,君越 2011款 2.4L SIDI豪华版-正规车行手续齐全看车可优惠,7.1,,2011年,6万公里,2.4升,自动,会员2年
1909,大众,途观 2010款 1.8TSI 自动四驱风尚版-注:车商请勿来电 买车请用微聊,9.5,,2011年,8万公里,1.8升,自动,会员1年_可分期付
1910,宝马,X1(进口) 2010款 sDrive18i豪华型-注:车商请勿来电 买车请用微聊,11.88,,2010年,8万公里,2.0升,自动,会员1年_可分期付
1911,奥迪,Q5 2013款 40 TFSI 进取型-本地帅哥一手车完美车况支持检测,17.99,,2013年,7.9万公里,2.0升,自动,会员2年_可分期付
1912,吉利,帝豪三厢 2016款 三厢 1.5L 手动时尚型,2.55,,2015年,5.5万公里,1.5升,手动,低配_会员1年
1913,路虎,揽胜运动版 2017款 3.0 V6 SC HSE-17年上牌揽胜17款运动版 白,72.0,,2017年,2万公里,3.0升,自动,会员1年_可分期付
1914,别克,"GL8 2017款 25S 豪华型-进本网店购车有优惠,同行勿扰",23.2,,2018年,2万公里,2.5升,自动,会员1年_可分期付
1915,吉利,"帝豪GS 2018款 GS 运动版 1.4T 自动领尚型-进本网店购车有优惠,同行勿扰",7.98,,2018年,0.5万公里,1.4升,自动,会员1年_可分期付
1916,别克,君越 2012款 2.4L SIDI豪华版-正规车行手续齐全看车可优惠,7.8,,2012年,6.8万公里,2.4升,自动,会员2年
1917,荣威,"e950 2016款 1.4T 豪华版,免税-混合动力 e950车况精品",13.5,,2016年,6.5万公里,1.4升,自动,低配_会员6年_可分期付
1918,大众,"凌渡 2015款 280TSI DSG舒适版-本地美女一手车,车商勿扰",12.98,,2016年,5万公里,1.4升,自动,会员1年_可分期付
1919,捷豹,FType 2015款 3.0T 自动 V6-车商勿扰 支持检测分期,47.88,,2015年,1.6万公里,3.0升,自动,低配_会员1年_可分期付
1920,奔驰,E级(进口) 2010款 E350 3.5 手自一体 V6 四驱版-一手车 纯进口 支持检测,19.8,,2010年,9.6万公里,3.5升,自动,会员1年_可分期付
1921,大众,宝来/宝来经典 2005款 1.6自动基本-女士用车随时看车,1.28,,2005年,13万公里,1.6升,自动,会员1年
1922,江铃,"经典全顺 2009款 2.8T 手动 柴油豪华型短轴低顶JX493ZLQ3-精品车况,包办手续,有质保",5.3,,2012年,7.8万公里,2.8升,手动,会员1年_可分期付
1923,长城,风骏5 2016款 2.8T两驱进取型GW2.8TC大双排GW2.8TC-16年上牌长城风骏5柴油斗加长,6.12,,2016年,2万公里,2.8升,手动,会员1年_可分期付
1924,日产,D22皮卡 2011款 2.4L汽油两驱标准型-12年上牌尼桑皮卡 墨绿,3.15,,2012年,8万公里,2.4升,手动,会员1年_可分期付
1925,雪佛兰,迈锐宝 2013款 2.4L 自动豪华版-正规车行手续齐全看车可优惠,7.0,,2013年,3.5万公里,2.4升,自动,会员2年
1926,路虎,极光 2015款 2.0T 自动 智耀版五门-注:车商请勿来电 买车请用微聊,25.38,,2015年,6万公里,2.0升,自动,低配_会员1年_可分期付
1927,奔驰,C级 2016款 C 200 L 运动型-一手寄卖车 合同保证 包过户,23.99,,2016年,4.2万公里,2.0升,自动,会员2年_可分期付
1928,宝马,3系 2015款 320i 超悦版时尚型-个人一手车车况精品支持检测按揭,16.29,,2014年,6.2万公里,2.0升,自动,会员2年_可分期付
1929,江铃,"经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-车况精品,包过户大量依维柯全顺",4.55,,2012年,7.8万公里,2.8升,手动,会员1年_可分期付
1930,大众,CC 2015款 2.0TSI 豪华型-精品车况 有意者微聊车商勿扰。,15.8,,2015年,8.5万公里,2.0升,自动,会员1年_可分期付
1931,玛莎拉蒂,"Levante 2018款 3.0T 350Hp 标准版-进本网店购车有优惠,同行勿扰",79.8,,2018年,3.3万公里,3.0升,自动,会员1年_可分期付
1932,福特,野马 2016款 2.3T 性能版-车商勿扰 支持检测分期,26.0,,2016年,1万公里,2.3升,自动,低配_会员1年_可分期付
1933,奔驰,E级 2012款 E 300 L 优雅型-极品私家车 高配版 车况原版,18.0,,2012年,9.8万公里,3.0升,自动,会员1年_可分期付
1934,大众,朗逸 2011款 1.6L 自动品悠版-随时看车全程4s店保养,4.28,,2011年,8万公里,1.6升,自动,会员1年_可分期付
1935,别克,GL8 2014款 3.0L XT豪华商务旗舰版-国五了解更多车源请点击进入店铺,15.8,,2014年,6.1万公里,3.0升,自动,高配_会员3年
1936,江铃,经典全顺 2009款 2.8T 手动 柴油多功能型长轴中顶JX493ZLQ3-11年上牌江铃全顺加长版,6.66,,2011年,9万公里,2.8升,手动,会员1年_可分期付
1937,雪佛兰,迈锐宝 2013款 2.4L 自动豪华版-正规车行手续齐全看车可优惠,7.0,,2013年,3.5万公里,2.4升,自动,会员2年
1938,马自达,6 ATENZA阿特兹 2018款 2.5L 蓝天运动版-注:车商请勿来电 买车请用微聊,16.99,,2018年,0.6万公里,2.5升,自动,会员1年_可分期付
1939,奔腾,B30 2017款 1.6L 自动 尊享型-动力强 超省油 代步首选,3.99,,2016年,3.8万公里,1.6升,自动,会员2年_可分期付
1940,宝马,1系（进口） 2013款 改款 118i 领先型-精品车况,13.68,,2014年,7.2万公里,1.6升,自动,会员5年_可分期付
1941,大众,速腾 2017款 230TSI 自动舒适型-个人一手私家车 商家勿扰,10.98,,2017年,4万公里,1.4升,自动,会员1年_可分期付
1942,MINI,2017款 1.5T COOPER 加勒比蓝限量版-车商勿扰 支持检测分期,19.88,,2017年,0.8万公里,1.5升,自动,低配_会员1年_可分期付
1943,丰田,锐志 2013款 2.5V 尚锐导航版-车商勿扰 支持检测分期,17.8,,2014年,7.8万公里,2.5升,自动,会员1年_可分期付
1944,大众,宝来/宝来经典 2005款 1.6自动天窗-美女一手车全程4s店保养,1.26,,2005年,14万公里,1.6升,自动,会员1年
1945,丰田,汉兰达(进口) 2007款 LIMITED(至尊版)-数,11.0,,2007年,15万公里,3.5升,自动,高配_会员3年_可分期付
1946,雪佛兰,迈锐宝 2013款 2.4L 自动豪华版-正规车行手续齐全看车可优惠,7.0,,2013年,3.5万公里,2.4升,自动,会员2年
1947,沃尔沃,S60L 2015款 2.0T T5 智驭版-一手寄卖车 合同保证 包过户,14.58,,2015年,4.5万公里,2.0升,自动,会员2年_可分期付
1948,哈弗,"H7 2016款 蓝标H7 2.0T 自动豪华型-进本网店购车有优惠,同行勿扰",9.2,,2016年,3万公里,2.0升,自动,高配_会员1年_可分期付
1949,大众,CC 2015款 2.0TSI 豪华型-精品车况 有意者微聊车商勿扰。,17.8,,2015年,8万公里,2.0升,自动,会员1年_可分期付
1950,丰田,普拉多 2016款 2.7L 自动标准版-个人一手私家车 商家勿扰,38.5,,2017年,3万公里,2.7升,自动,会员1年_可分期付
1951,别克,凯越HRV 2005款 HRV 1.6LEMT-车商勿扰 练手首选,1.2,,2005年,7.5万公里,1.6升,手动,低配_会员1年
1952,大众,朗逸 2010款 1.6 手自一体 品悠进享版-全程4s店保养个人一手车,3.88,,2010年,9万公里,1.6升,自动,会员1年_可分期付
1953,雷克萨斯,"RX 2011款 270 2.7 手自一体 豪华版-支持分期,诚信经营",22.88,,2012年,6万公里,2.7升,自动,高配_会员3年_可分期付
1954,宝马,5系 2010款 523Li 领先型-正规车行手续齐全看车可优惠,11.2,,2010年,6.8万公里,2.5升,自动,会员2年
1955,沃尔沃,S60L 2015款 2.0T 智远版-高保值 可按揭 首付超低,13.99,,2015年,4.8万公里,2.0升,自动,会员2年_可分期付
1956,大众,迈腾 2009款 2.0TSI DSG豪华型,4.98,,2009年,9万公里,2.0升,自动,高配_会员1年
1957,本田,竞瑞 2017款 1.5L CVT舒适版,7.7,,2018年,1.56万公里,1.5升,自动,会员2年_可分期付
1958,丰田,"凯美瑞 2016款 2.0S 十周年纪念凌动版-进本网店购车有优惠,同行勿扰",15.5,,2017年,3.8万公里,2.0升,自动,会员1年_可分期付
1959,丰田,锐志 2007款 2.5S天窗版-精品车况,6.58,,2007年,9万公里,2.5升,自动,会员5年
1960,奔驰,S级 2012款 S 400 L HYBRID Grand Edition-一手车 混动版 全程保养,37.8,,2012年,14.8万公里,3.5升,自动,会员1年_可分期付
1961,奔驰,E级双门轿跑车 2011款 E 260 CGI Coupe-车商勿扰 支持检测分期,18.88,,2012年,8万公里,1.8升,自动,低配_会员1年_可分期付
1962,大众,途观 2012款 2.0TSI 自动四驱旗舰版-车况精品无事故,11.8,,2012年,4.9万公里,2.0升,自动,高配_会员1年
1963,雷克萨斯,"RX 2006款 350-支持分期,诚信经营",9.58,,2006年,17万公里,3.5升,自动,高配_会员3年_可分期付
1964,雪佛兰,迈锐宝 2013款 2.4L 自动豪华版-正规车行手续齐全看车可优惠,7.0,,2013年,3.5万公里,2.4升,自动,会员2年
1965,众泰,大迈X5 2017款 升级版 1.5T CVT地主型-一手寄卖车 合同保证 包过户,5.0,,2016年,4.2万公里,1.5升,自动,会员2年_可分期付
1966,大众,帕萨特 2011款 2.0TSI DSG御尊版,10.28,,2012年,9万公里,2.0升,自动,会员1年
1967,奥迪,A4L 2009款 2.0 TFSI 舒适型-私家车手续齐全可以过户分期,9.8,,2010年,5.7万公里,2.0升,自动,会员2年
1968,别克,荣御 2005款 GL 2.8 舒适型-全程4s店保养个人一手车,2.58,,2005年,13万公里,2.8升,自动,低配_会员1年_可分期付
1969,宝马,X1 2013款 sDrive18i 时尚型,13.88,,2013年,9万公里,2.0升,自动,会员5年_可分期付
1970,奥迪,TT 2013款 TTS Coupe 2.0TFSI quattro-精品车况,24.98,,2013年,3.7万公里,2.0升,自动,高配_会员5年_可分期付
1971,保时捷,"Macan 2016款 Macan S 3.0T-本公司承诺:无事故车,无泡水车",48.8,,2016年,6.9万公里,3.0升,自动,会员1年_可分期付
1972,奥迪,A5 2010款 2.0TFSI Cabriolet-车商勿扰 支持检测分期,15.88,,2010年,8万公里,2.0升,自动,会员1年_可分期付
1973,荣威,550 2010款 550 1.8L 自动世博风尚版-车况精品无事故,2.6,,2010年,5.22万公里,1.8升,自动,会员1年
1974,雷克萨斯,"IS 2009款 300 3.0 手自一体 炫动版-支持分期,诚信经营",14.88,,2010年,6万公里,3.0升,自动,会员3年_可分期付
1975,马自达,睿翼 2009款 2.5L 自动至尊版,5.7,,2009年,5.2万公里,2.5升,自动,会员2年
1976,众泰,T600 2015款 2.0T 自动尊贵型-一手寄卖车 合同保证 包过户,4.99,,2015年,5.2万公里,2.0升,自动,会员2年_可分期付
1977,吉利,帝豪GL 2017款 1.3T 自动精英型-一手寄卖车 合同保证 包过户,5.28,,2016年,3.8万公里,1.3升,自动,会员2年_可分期付
1978,奥迪,A4L 2013款 35 TFSI 自动标准型,15.8,,2013年,8万公里,2.0升,自动,会员1年
1979,别克,君越 2014款 2.0T SIDI 智享旗舰型,11.88,,2014年,14万公里,2.0升,自动,高配_会员1年
1980,大众,POLO 2011款 1.4L 自动致酷版-注:车商请勿来电 买车请用微聊,4.78,,2012年,8万公里,1.4升,自动,会员1年_可分期付
1981,荣威,"350 2015款 1.5L 自动尊享版-精品优质车源,1成首付低利息",5.0,,2015年,5万公里,1.5升,自动,高配_会员1年_可分期付
1982,陆风,X7 2016款 2.0T 全景尊贵版-车况精品支持检测喜欢请微聊,8.5,,2016年,3.2万公里,2.0升,自动,高配_会员1年_可分期付
1983,特斯拉,"MODELX 2017款 MODEL X 100D-本公司承诺:无事故车,无泡水车",86.8,,2017年,0.8万公里,纯电动,自动,高配_会员1年_可分期付
1984,奥迪,A6L 2005款 2.4L 舒适型-手续齐全网上低价有风险谨慎购买,3.98,,2005年,10万公里,2.4升,自动,会员1年_可分期付
1985,雷克萨斯,ES 2015款 300h 2.5 自动 油电混合尊贵版-纯一手 极品车况 支持检测,32.8,,2016年,5.8万公里,2.5升,自动,高配_会员1年_可分期付
1986,依维柯,"得意 2009款 2.8T 手动 V35基本型-现车多,有质保,包提档过户",3.56,,2012年,8.56万公里,2.8升,手动,低配_会员1年_可分期付
1987,别克,君威 2015款 2.0T GS纵情运动版-车况精品无事故,12.4,,2015年,4.6万公里,2.0升,自动,高配_会员1年
1988,别克,"林荫大道 2010款 3.0 豪华版-支持分期,诚信经营",6.5,,2010年,12万公里,3.0升,自动,会员3年_可分期付
1989,广汽,传祺GS8 2017款 320T 2.0 自动 两驱尊贵版-个人一手 原版车况 支持分期,12.8,,2017年,3.2万公里,2.0升,自动,会员1年_可分期付
1990,宝马,3系 2010款 320i 时尚型-正规车行手续齐全看车可优惠,9.3,,2010年,6.8万公里,2.0升,自动,会员2年
1991,大众,途观 2010款 2.0TSI 自动四驱旗舰版-正规车行手续齐全看车可优惠,9.6,,2010年,6万公里,2.0升,自动,会员2年
